id,customer_id,id_type,id_category,id_number,id_serial_number,issuing_country_id,issuing_state,issuing_authority,issue_date,expiry_date,is_verified,verification_method,verified_by,verification_date,status,is_primary,is_suspected_fraud,fraud_notes,created_at,updated_at
CID-00000127,CUST-000064,National ID,government,NAT-312924361,SER-990361,1,SC,State DMV,2018-03-26,2027-04-17,True,api_validation,system_kyc,2024-01-07,active,True,False,No fraud indicators.,2024-01-05,2024-03-19
CID-00000128,CUST-000064,Passport,travel,PAS-278903206,SER-662344,1,SC,US Department of State,2019-11-09,2026-01-08,True,api_validation,system_kyc,2024-01-06,expired,False,False,No fraud indicators.,2024-01-06,2024-03-10
CID-00000129,CUST-000065,National ID,government,NAT-123987674,SER-318085,1,SC,State DMV,2020-02-21,2026-04-03,True,document_scan,system_kyc,2025-11-13,expired,True,False,No fraud indicators.,2025-11-12,2026-02-12
CID-00000130,CUST-000065,Passport,travel,PAS-342199120,SER-788588,1,SC,US Department of State,2022-02-24,2028-07-28,True,in_branch_review,system_kyc,2025-11-21,active,False,False,No fraud indicators.,2025-11-17,2025-12-17
CID-00000131,CUST-000066,National ID,government,NAT-985182290,SER-360838,1,GA,State DMV,2021-10-21,2026-09-01,True,api_validation,system_kyc,2026-06-22,active,True,False,No fraud indicators.,2026-06-21,2026-05-01
CID-00000132,CUST-000066,Passport,travel,PAS-905561882,SER-355228,1,GA,US Department of State,2025-03-01,2032-11-15,True,in_branch_review,system_kyc,2026-06-23,active,False,False,No fraud indicators.,2026-06-19,2026-05-01
CID-00000133,CUST-000067,National ID,government,NAT-749129125,SER-954067,1,SC,State DMV,2020-10-16,2030-07-17,True,in_branch_review,system_kyc,2026-05-12,active,True,False,No fraud indicators.,2026-05-11,2026-05-01
CID-00000134,CUST-000067,Passport,travel,PAS-562463132,SER-596230,1,SC,US Department of State,2012-10-19,2022-01-05,True,in_branch_review,system_kyc,2026-05-14,expired,False,False,No fraud indicators.,2026-05-12,2026-05-01
CID-00000135,CUST-000068,National ID,government,NAT-412141381,SER-391095,1,FL,State DMV,2019-11-19,2025-06-04,True,in_branch_review,system_kyc,2024-11-01,expired,True,False,No fraud indicators.,2024-10-31,2024-11-25
CID-00000136,CUST-000068,Passport,travel,PAS-298007821,SER-647023,1,FL,US Department of State,2016-02-27,2022-03-16,True,document_scan,system_kyc,2024-11-05,expired,False,False,No fraud indicators.,2024-11-03,2024-11-20
CID-00000137,CUST-000069,National ID,government,NAT-294198052,SER-336170,1,SC,State DMV,2023-09-13,2028-08-01,True,in_branch_review,system_kyc,2025-02-09,active,True,False,No fraud indicators.,2025-02-07,2025-07-28
CID-00000138,CUST-000069,Passport,travel,PAS-924658763,SER-833885,1,SC,US Department of State,2023-12-02,2033-08-22,True,document_scan,system_kyc,2025-02-07,active,False,False,No fraud indicators.,2025-02-05,2025-08-05
CID-00000139,CUST-000070,National ID,government,NAT-234701155,SER-917319,1,FL,State DMV,2013-02-17,2017-12-23,True,in_branch_review,system_kyc,2024-07-14,expired,True,False,No fraud indicators.,2024-07-14,2025-01-16
CID-00000140,CUST-000070,Passport,travel,PAS-625227948,SER-364141,1,FL,US Department of State,2014-11-08,2023-05-23,True,document_scan,system_kyc,2024-07-17,expired,False,False,No fraud indicators.,2024-07-13,2024-12-22
CID-00000141,CUST-000071,National ID,government,NAT-845991100,SER-637797,1,SC,State DMV,2016-08-22,2020-01-12,True,api_validation,system_kyc,2025-12-24,expired,True,False,No fraud indicators.,2025-12-24,2026-03-23
CID-00000142,CUST-000071,Passport,travel,PAS-234422553,SER-206849,1,SC,US Department of State,2023-04-18,2026-07-13,True,api_validation,system_kyc,2025-12-29,active,False,False,No fraud indicators.,2025-12-29,2026-04-20
CID-00000143,CUST-000072,National ID,government,NAT-454998464,SER-399261,1,GA,State DMV,2019-04-18,2023-10-22,True,api_validation,system_kyc,2024-11-05,expired,True,False,No fraud indicators.,2024-11-01,2025-03-16
CID-00000144,CUST-000072,Passport,travel,PAS-526723983,SER-707709,1,GA,US Department of State,2013-05-07,2022-09-20,True,in_branch_review,system_kyc,2024-11-03,expired,False,False,No fraud indicators.,2024-10-31,2024-12-21
CID-00000145,CUST-000073,National ID,government,NAT-898476633,SER-310581,1,NC,State DMV,2018-02-10,2023-11-02,True,in_branch_review,system_kyc,2025-08-08,expired,True,False,No fraud indicators.,2025-08-04,2025-10-29
CID-00000146,CUST-000073,Passport,travel,PAS-807989161,SER-378364,1,NC,US Department of State,2017-06-24,2026-05-08,True,in_branch_review,system_kyc,2025-08-04,active,False,False,No fraud indicators.,2025-07-31,2026-01-03
CID-00000147,CUST-000074,National ID,government,NAT-781896589,SER-651139,1,GA,State DMV,2025-08-14,2031-08-04,True,in_branch_review,system_kyc,2025-08-23,active,True,False,No fraud indicators.,2025-08-22,2025-11-26
CID-00000148,CUST-000074,Passport,travel,PAS-308757519,SER-776886,1,GA,US Department of State,2023-08-09,2029-10-08,True,document_scan,system_kyc,2025-08-27,active,False,False,No fraud indicators.,2025-08-23,2025-10-23
CID-00000149,CUST-000075,National ID,government,NAT-902024538,SER-774282,1,NC,State DMV,2024-04-23,2032-02-17,True,in_branch_review,system_kyc,2025-05-16,active,True,False,No fraud indicators.,2025-05-16,2025-07-03
CID-00000150,CUST-000075,Passport,travel,PAS-430611472,SER-217740,1,NC,US Department of State,2023-09-28,2030-12-27,True,in_branch_review,system_kyc,2025-05-21,active,False,False,No fraud indicators.,2025-05-19,2025-06-07
CID-00000151,CUST-000076,National ID,government,NAT-936887694,SER-215545,1,NC,State DMV,2014-05-01,2019-01-14,True,in_branch_review,system_kyc,2024-03-14,expired,True,True,Pattern match on historical compromised-document list.,2024-03-11,2024-05-30
CID-00000152,CUST-000076,Passport,travel,PAS-990684503,SER-439476,1,NC,US Department of State,2011-05-29,2020-02-20,True,api_validation,system_kyc,2024-03-14,expired,False,False,No fraud indicators.,2024-03-14,2024-09-15
CID-00000153,CUST-000077,National ID,government,NAT-800829642,SER-506986,1,SC,State DMV,2018-11-23,2025-03-02,True,in_branch_review,system_kyc,2025-04-04,expired,True,False,No fraud indicators.,2025-04-04,2025-11-01
CID-00000154,CUST-000077,Passport,travel,PAS-847730299,SER-275667,1,SC,US Department of State,2011-11-23,2019-03-01,False,document_scan,manual_queue,2025-04-01,expired,False,False,No fraud indicators.,2025-03-31,2025-05-07
CID-00000155,CUST-000078,National ID,government,NAT-609626136,SER-858182,1,SC,State DMV,2011-10-25,2017-06-29,True,in_branch_review,system_kyc,2025-03-07,expired,True,False,No fraud indicators.,2025-03-06,2025-03-16
CID-00000156,CUST-000078,Passport,travel,PAS-965086340,SER-951589,1,SC,US Department of State,2012-05-18,2019-03-27,True,in_branch_review,system_kyc,2025-03-02,expired,False,False,No fraud indicators.,2025-02-28,2025-07-10
CID-00000157,CUST-000079,National ID,government,NAT-662832304,SER-108093,1,GA,State DMV,2011-09-20,2014-09-24,True,in_branch_review,system_kyc,2025-06-28,expired,True,False,No fraud indicators.,2025-06-28,2025-07-15
CID-00000158,CUST-000079,Passport,travel,PAS-880219980,SER-116905,1,GA,US Department of State,2024-08-04,2028-08-10,True,in_branch_review,system_kyc,2025-07-02,active,False,False,No fraud indicators.,2025-06-29,2025-07-07
CID-00000159,CUST-000080,National ID,government,NAT-484795545,SER-955639,1,SC,State DMV,2022-02-19,2030-08-08,True,document_scan,system_kyc,2024-09-04,active,True,False,No fraud indicators.,2024-09-02,2024-12-10
CID-00000160,CUST-000080,Passport,travel,PAS-217760267,SER-787626,1,SC,US Department of State,2022-07-23,2029-12-05,True,api_validation,system_kyc,2024-08-28,active,False,False,No fraud indicators.,2024-08-28,2024-11-17
CID-00000161,CUST-000081,National ID,government,NAT-784874886,SER-572585,1,SC,State DMV,2015-09-06,2024-06-20,True,in_branch_review,system_kyc,2025-06-25,expired,True,False,No fraud indicators.,2025-06-24,2025-10-12
CID-00000162,CUST-000081,Passport,travel,PAS-443408933,SER-980465,1,SC,US Department of State,2018-03-12,2024-12-08,True,document_scan,system_kyc,2025-06-21,expired,False,False,No fraud indicators.,2025-06-20,2025-12-10
CID-00000163,CUST-000082,National ID,government,NAT-477042980,SER-872253,1,GA,State DMV,2022-08-10,2026-10-11,True,in_branch_review,system_kyc,2025-10-21,active,True,False,No fraud indicators.,2025-10-19,2026-01-10
CID-00000164,CUST-000082,Passport,travel,PAS-998394612,SER-147275,1,GA,US Department of State,2016-06-04,2021-10-12,True,api_validation,system_kyc,2025-10-26,expired,False,False,No fraud indicators.,2025-10-26,2026-01-13
CID-00000165,CUST-000083,National ID,government,NAT-437852639,SER-584199,1,SC,State DMV,2012-04-20,2018-11-01,True,api_validation,system_kyc,2024-11-24,expired,True,False,No fraud indicators.,2024-11-20,2024-12-20
CID-00000166,CUST-000083,Passport,travel,PAS-841020497,SER-940528,1,SC,US Department of State,2020-09-17,2028-11-06,True,api_validation,system_kyc,2024-11-24,active,False,False,No fraud indicators.,2024-11-20,2025-05-22
CID-00000167,CUST-000084,National ID,government,NAT-554063132,SER-688613,1,NC,State DMV,2014-04-20,2023-04-13,True,in_branch_review,system_kyc,2024-10-17,expired,True,False,No fraud indicators.,2024-10-17,2025-04-03
CID-00000168,CUST-000084,Passport,travel,PAS-144248176,SER-198583,1,NC,US Department of State,2023-04-03,2027-02-20,True,in_branch_review,system_kyc,2024-10-18,active,False,False,No fraud indicators.,2024-10-14,2025-02-23
CID-00000169,CUST-000085,National ID,government,NAT-867547329,SER-265205,1,SC,State DMV,2014-06-12,2018-04-16,True,api_validation,system_kyc,2026-03-08,expired,True,False,No fraud indicators.,2026-03-08,2026-05-01
CID-00000170,CUST-000085,Passport,travel,PAS-730115955,SER-559419,1,SC,US Department of State,2022-07-11,2031-06-08,True,in_branch_review,system_kyc,2026-03-10,active,False,False,No fraud indicators.,2026-03-10,2026-04-18
CID-00000171,CUST-000086,National ID,government,NAT-356181554,SER-918165,1,FL,State DMV,2015-01-16,2019-03-28,True,in_branch_review,system_kyc,2025-05-03,expired,True,False,No fraud indicators.,2025-04-30,2025-06-23
CID-00000172,CUST-000086,Passport,travel,PAS-152401288,SER-120530,1,FL,US Department of State,2023-06-28,2029-10-09,True,api_validation,system_kyc,2025-04-27,active,False,False,No fraud indicators.,2025-04-27,2025-09-30
CID-00000173,CUST-000087,National ID,government,NAT-763093541,SER-265818,1,SC,State DMV,2014-05-29,2020-02-06,True,in_branch_review,system_kyc,2026-04-08,expired,True,False,No fraud indicators.,2026-04-05,2026-04-29
CID-00000174,CUST-000087,Passport,travel,PAS-864943393,SER-227898,1,SC,US Department of State,2015-11-10,2019-06-02,True,in_branch_review,system_kyc,2026-04-01,expired,False,False,No fraud indicators.,2026-04-01,2026-04-18
CID-00000175,CUST-000088,National ID,government,NAT-311142068,SER-983213,1,SC,State DMV,2019-05-09,2023-04-02,True,api_validation,system_kyc,2024-07-14,expired,True,False,No fraud indicators.,2024-07-13,2024-10-02
CID-00000176,CUST-000088,Passport,travel,PAS-636424921,SER-123613,1,SC,US Department of State,2021-01-03,2027-03-31,True,document_scan,system_kyc,2024-07-10,active,False,False,No fraud indicators.,2024-07-10,2024-08-23
CID-00000177,CUST-000089,National ID,government,NAT-353946831,SER-312671,1,SC,State DMV,2020-12-03,2025-03-19,True,api_validation,system_kyc,2024-04-22,expired,True,False,No fraud indicators.,2024-04-19,2024-10-02
CID-00000178,CUST-000089,Passport,travel,PAS-524113944,SER-851292,1,SC,US Department of State,2022-03-20,2026-06-29,True,in_branch_review,system_kyc,2024-04-24,active,False,False,No fraud indicators.,2024-04-20,2024-08-10
CID-00000179,CUST-000090,National ID,government,NAT-761844265,SER-333527,1,FL,State DMV,2011-06-28,2016-08-22,True,api_validation,system_kyc,2025-06-04,expired,True,True,Pattern match on historical compromised-document list.,2025-06-02,2025-09-28
CID-00000180,CUST-000090,Passport,travel,PAS-737504739,SER-913371,1,FL,US Department of State,2017-06-29,2022-10-30,True,document_scan,system_kyc,2025-06-04,expired,False,False,No fraud indicators.,2025-06-02,2025-06-10
CID-00000181,CUST-000091,National ID,government,NAT-294801783,SER-268837,1,FL,State DMV,2022-03-05,2030-10-14,True,api_validation,system_kyc,2026-08-28,active,True,False,No fraud indicators.,2026-08-24,2026-05-01
CID-00000182,CUST-000091,Passport,travel,PAS-891301847,SER-700907,1,FL,US Department of State,2025-04-20,2032-07-23,True,in_branch_review,system_kyc,2026-08-28,active,False,False,No fraud indicators.,2026-08-26,2026-05-01
CID-00000183,CUST-000092,National ID,government,NAT-881738281,SER-593050,1,NC,State DMV,2021-02-08,2025-09-17,True,document_scan,system_kyc,2024-09-09,expired,True,False,No fraud indicators.,2024-09-06,2025-04-10
CID-00000184,CUST-000092,Passport,travel,PAS-687584595,SER-386748,1,NC,US Department of State,2014-01-07,2017-08-29,True,api_validation,system_kyc,2024-09-14,expired,False,False,No fraud indicators.,2024-09-11,2025-02-22
CID-00000185,CUST-000093,National ID,government,NAT-203144381,SER-662897,1,SC,State DMV,2024-12-17,2029-05-28,True,document_scan,system_kyc,2025-06-05,active,True,False,No fraud indicators.,2025-06-04,2025-07-29
CID-00000186,CUST-000093,Passport,travel,PAS-928660735,SER-246565,1,SC,US Department of State,2016-04-22,2021-06-29,False,api_validation,manual_queue,2025-06-12,expired,False,False,No fraud indicators.,2025-06-09,2025-08-17
CID-00000187,CUST-000094,National ID,government,NAT-111707344,SER-551411,1,FL,State DMV,2012-02-14,2016-09-19,True,in_branch_review,system_kyc,2024-04-26,expired,True,False,No fraud indicators.,2024-04-24,2024-10-09
CID-00000188,CUST-000094,Passport,travel,PAS-727056121,SER-256024,1,FL,US Department of State,2011-05-08,2016-01-28,True,document_scan,system_kyc,2024-04-27,expired,False,False,No fraud indicators.,2024-04-25,2024-08-07
CID-00000189,CUST-000095,National ID,government,NAT-405015335,SER-700672,1,FL,State DMV,2021-05-15,2030-08-23,True,document_scan,system_kyc,2025-12-11,active,True,False,No fraud indicators.,2025-12-09,2026-01-31
CID-00000190,CUST-000095,Passport,travel,PAS-803529566,SER-733181,1,FL,US Department of State,2012-10-20,2019-05-16,True,document_scan,system_kyc,2025-12-06,expired,False,False,No fraud indicators.,2025-12-02,2026-03-08
CID-00000191,CUST-000096,National ID,government,NAT-953174600,SER-648692,1,SC,State DMV,2020-04-12,2027-08-20,True,in_branch_review,system_kyc,2025-02-05,active,True,False,No fraud indicators.,2025-02-01,2025-06-19
CID-00000192,CUST-000096,Passport,travel,PAS-103347482,SER-504986,1,SC,US Department of State,2023-07-05,2033-05-03,True,api_validation,system_kyc,2025-02-01,active,False,False,No fraud indicators.,2025-02-01,2025-04-13
CID-00000193,CUST-000097,National ID,government,NAT-970482471,SER-957206,1,SC,State DMV,2015-10-01,2020-06-04,False,in_branch_review,manual_queue,2024-04-23,expired,True,False,No fraud indicators.,2024-04-23,2024-11-08
CID-00000194,CUST-000097,Passport,travel,PAS-274844221,SER-347906,1,SC,US Department of State,2024-04-14,2034-04-11,True,document_scan,system_kyc,2024-04-26,active,False,False,No fraud indicators.,2024-04-25,2024-09-17
CID-00000195,CUST-000098,National ID,government,NAT-692149727,SER-822358,1,NC,State DMV,2025-04-06,2030-01-21,True,in_branch_review,system_kyc,2025-06-04,active,True,False,No fraud indicators.,2025-06-02,2025-09-25
CID-00000196,CUST-000098,Passport,travel,PAS-285187738,SER-107313,1,NC,US Department of State,2018-04-25,2027-07-25,False,api_validation,manual_queue,2025-05-29,active,False,False,No fraud indicators.,2025-05-26,2025-10-11
CID-00000197,CUST-000099,National ID,government,NAT-528208139,SER-111963,1,NC,State DMV,2024-08-17,2028-11-05,True,in_branch_review,system_kyc,2024-12-09,active,True,False,No fraud indicators.,2024-12-07,2025-04-14
CID-00000198,CUST-000099,Passport,travel,PAS-484854965,SER-784330,1,NC,US Department of State,2022-12-10,2029-05-14,True,in_branch_review,system_kyc,2024-12-02,active,False,False,No fraud indicators.,2024-12-01,2025-06-29
CID-00000199,CUST-000100,National ID,government,NAT-297637530,SER-693591,1,SC,State DMV,2011-12-13,2015-06-24,True,document_scan,system_kyc,2026-04-29,expired,True,False,No fraud indicators.,2026-04-25,2026-05-01
CID-00000200,CUST-000100,Passport,travel,PAS-718845492,SER-334313,1,SC,US Department of State,2020-02-20,2023-11-17,True,api_validation,system_kyc,2026-05-05,expired,False,False,No fraud indicators.,2026-05-03,2026-05-01
CID-00000201,CUST-000101,National ID,government,NAT-201753402,SER-919260,1,GA,State DMV,2018-01-24,2023-12-28,True,api_validation,system_kyc,2024-09-05,expired,True,False,No fraud indicators.,2024-09-04,2024-12-20
CID-00000202,CUST-000101,Passport,travel,PAS-155569192,SER-858119,1,GA,US Department of State,2011-09-03,2019-07-29,True,document_scan,system_kyc,2024-09-02,expired,False,False,No fraud indicators.,2024-09-02,2024-09-27
CID-00000203,CUST-000102,National ID,government,NAT-653235855,SER-927455,1,FL,State DMV,2022-08-29,2026-10-03,True,api_validation,system_kyc,2025-11-19,active,True,False,No fraud indicators.,2025-11-18,2026-05-01
CID-00000204,CUST-000102,Passport,travel,PAS-823673054,SER-261973,1,FL,US Department of State,2015-05-12,2023-07-10,True,in_branch_review,system_kyc,2025-11-23,expired,False,False,No fraud indicators.,2025-11-23,2026-05-01
CID-00000205,CUST-000103,National ID,government,NAT-870322437,SER-121455,1,NC,State DMV,2016-05-26,2020-11-20,True,document_scan,system_kyc,2026-07-30,expired,True,False,No fraud indicators.,2026-07-27,2026-05-01
CID-00000206,CUST-000103,Passport,travel,PAS-371204667,SER-108723,1,NC,US Department of State,2015-10-25,2021-08-31,True,api_validation,system_kyc,2026-08-03,expired,False,False,No fraud indicators.,2026-08-01,2026-05-01
CID-00000207,CUST-000104,National ID,government,NAT-709626938,SER-431586,1,FL,State DMV,2019-12-12,2027-05-20,True,api_validation,system_kyc,2025-12-24,active,True,False,No fraud indicators.,2025-12-21,2026-01-02
CID-00000208,CUST-000104,Passport,travel,PAS-877930778,SER-255976,1,FL,US Department of State,2021-01-15,2030-05-21,True,document_scan,system_kyc,2025-12-18,active,False,False,No fraud indicators.,2025-12-16,2026-05-01
CID-00000209,CUST-000105,National ID,government,NAT-488317255,SER-645453,1,SC,State DMV,2016-07-10,2022-09-03,True,document_scan,system_kyc,2024-05-22,expired,True,False,No fraud indicators.,2024-05-21,2024-10-14
CID-00000210,CUST-000105,Passport,travel,PAS-882290078,SER-575321,1,SC,US Department of State,2025-09-19,2034-08-22,True,api_validation,system_kyc,2024-05-25,active,False,False,No fraud indicators.,2024-05-25,2024-11-16
CID-00000211,CUST-000106,National ID,government,NAT-192701370,SER-648919,1,FL,State DMV,2023-08-23,2027-05-19,True,api_validation,system_kyc,2024-07-10,active,True,False,No fraud indicators.,2024-07-08,2024-08-11
CID-00000212,CUST-000106,Passport,travel,PAS-522277244,SER-167568,1,FL,US Department of State,2014-07-01,2017-07-07,True,document_scan,system_kyc,2024-07-13,expired,False,False,No fraud indicators.,2024-07-10,2024-08-09
CID-00000213,CUST-000107,National ID,government,NAT-934062832,SER-823499,1,GA,State DMV,2018-08-17,2025-10-06,True,document_scan,system_kyc,2025-09-15,expired,True,False,No fraud indicators.,2025-09-15,2025-12-13
CID-00000214,CUST-000107,Passport,travel,PAS-186477912,SER-892837,1,GA,US Department of State,2014-11-05,2018-10-14,True,api_validation,system_kyc,2025-09-22,expired,False,False,No fraud indicators.,2025-09-21,2026-04-11
CID-00000215,CUST-000108,National ID,government,NAT-208857593,SER-991400,1,NC,State DMV,2017-04-05,2026-08-09,True,document_scan,system_kyc,2025-08-20,active,True,False,No fraud indicators.,2025-08-17,2026-02-09
CID-00000216,CUST-000108,Passport,travel,PAS-294422535,SER-260196,1,NC,US Department of State,2019-03-11,2025-02-22,True,in_branch_review,system_kyc,2025-08-21,expired,False,False,No fraud indicators.,2025-08-19,2025-09-23
CID-00000217,CUST-000109,National ID,government,NAT-846031716,SER-246606,1,SC,State DMV,2025-10-16,2032-02-18,True,in_branch_review,system_kyc,2026-05-18,active,True,False,No fraud indicators.,2026-05-15,2026-05-01
CID-00000218,CUST-000109,Passport,travel,PAS-800758391,SER-286582,1,SC,US Department of State,2021-04-02,2026-07-25,True,document_scan,system_kyc,2026-05-12,active,False,False,No fraud indicators.,2026-05-12,2026-05-01
CID-00000219,CUST-000110,National ID,government,NAT-953428350,SER-943627,1,FL,State DMV,2015-04-09,2021-01-19,True,document_scan,system_kyc,2026-02-17,expired,True,False,No fraud indicators.,2026-02-17,2026-04-26
CID-00000220,CUST-000110,Passport,travel,PAS-433034545,SER-334965,1,FL,US Department of State,2014-04-13,2023-06-20,True,in_branch_review,system_kyc,2026-02-20,expired,False,False,No fraud indicators.,2026-02-20,2026-05-01
CID-00000221,CUST-000111,National ID,government,NAT-625410921,SER-135180,1,NC,State DMV,2016-02-18,2020-07-22,True,in_branch_review,system_kyc,2026-07-15,expired,True,False,No fraud indicators.,2026-07-11,2026-05-01
CID-00000222,CUST-000111,Passport,travel,PAS-277432987,SER-169088,1,NC,US Department of State,2015-07-08,2018-11-23,True,api_validation,system_kyc,2026-07-18,expired,False,False,No fraud indicators.,2026-07-17,2026-05-01
CID-00000223,CUST-000112,National ID,government,NAT-846681535,SER-755956,1,FL,State DMV,2014-06-14,2018-04-17,True,api_validation,system_kyc,2026-09-25,expired,True,False,No fraud indicators.,2026-09-22,2026-05-01
CID-00000224,CUST-000112,Passport,travel,PAS-414510139,SER-682362,1,FL,US Department of State,2012-02-09,2021-08-31,True,in_branch_review,system_kyc,2026-09-18,expired,False,False,No fraud indicators.,2026-09-16,2026-05-01
CID-00000225,CUST-000113,National ID,government,NAT-934688759,SER-233347,1,NC,State DMV,2022-08-12,2026-10-05,True,api_validation,system_kyc,2024-11-25,active,True,False,No fraud indicators.,2024-11-24,2025-05-23
CID-00000226,CUST-000113,Passport,travel,PAS-122249705,SER-992748,1,NC,US Department of State,2017-03-21,2024-06-18,True,api_validation,system_kyc,2024-11-25,expired,False,False,No fraud indicators.,2024-11-23,2024-12-20
CID-00000227,CUST-000114,National ID,government,NAT-671519936,SER-489135,1,SC,State DMV,2014-02-22,2018-05-08,True,document_scan,system_kyc,2024-08-15,expired,True,False,No fraud indicators.,2024-08-12,2024-10-10
CID-00000228,CUST-000114,Passport,travel,PAS-656922361,SER-376659,1,SC,US Department of State,2015-04-02,2021-11-23,True,in_branch_review,system_kyc,2024-08-13,expired,False,False,No fraud indicators.,2024-08-09,2025-02-27
CID-00000229,CUST-000115,National ID,government,NAT-457308484,SER-803780,1,FL,State DMV,2019-10-15,2029-03-31,True,in_branch_review,system_kyc,2024-03-21,active,True,False,No fraud indicators.,2024-03-21,2024-04-26
CID-00000230,CUST-000115,Passport,travel,PAS-394709595,SER-559238,1,FL,US Department of State,2015-05-23,2020-05-17,True,in_branch_review,system_kyc,2024-03-30,expired,False,False,No fraud indicators.,2024-03-27,2024-06-16
CID-00000231,CUST-000116,National ID,government,NAT-971441851,SER-616565,1,SC,State DMV,2014-05-03,2018-03-25,True,in_branch_review,system_kyc,2024-01-30,expired,True,False,No fraud indicators.,2024-01-28,2024-02-11
CID-00000232,CUST-000116,Passport,travel,PAS-850474053,SER-190756,1,SC,US Department of State,2020-06-07,2029-06-14,True,in_branch_review,system_kyc,2024-01-29,active,False,False,No fraud indicators.,2024-01-28,2024-08-29
CID-00000233,CUST-000117,National ID,government,NAT-513266884,SER-167166,1,FL,State DMV,2022-04-24,2028-11-01,True,in_branch_review,system_kyc,2025-12-15,active,True,False,No fraud indicators.,2025-12-12,2026-01-07
CID-00000234,CUST-000117,Passport,travel,PAS-164856440,SER-912276,1,FL,US Department of State,2014-05-14,2024-04-06,True,document_scan,system_kyc,2025-12-23,expired,False,False,No fraud indicators.,2025-12-20,2026-01-27
CID-00000235,CUST-000118,National ID,government,NAT-237388749,SER-339612,1,NC,State DMV,2015-04-06,2024-06-15,True,api_validation,system_kyc,2026-06-21,expired,True,False,No fraud indicators.,2026-06-21,2026-05-01
CID-00000236,CUST-000118,Passport,travel,PAS-332516039,SER-351081,1,NC,US Department of State,2012-10-12,2020-04-06,False,api_validation,manual_queue,2026-06-21,expired,False,False,No fraud indicators.,2026-06-20,2026-05-01
CID-00000237,CUST-000119,National ID,government,NAT-206595176,SER-460892,1,NC,State DMV,2013-08-25,2018-11-11,True,in_branch_review,system_kyc,2024-05-17,expired,True,False,No fraud indicators.,2024-05-13,2024-11-14
CID-00000238,CUST-000119,Passport,travel,PAS-161539700,SER-348558,1,NC,US Department of State,2013-10-28,2023-10-07,True,api_validation,system_kyc,2024-05-10,expired,False,False,No fraud indicators.,2024-05-07,2024-05-16
CID-00000239,CUST-000120,National ID,government,NAT-229043575,SER-341367,1,NC,State DMV,2018-10-05,2024-05-22,True,in_branch_review,system_kyc,2024-06-25,expired,True,False,No fraud indicators.,2024-06-25,2024-09-28
CID-00000240,CUST-000120,Passport,travel,PAS-712609217,SER-453366,1,NC,US Department of State,2026-02-07,2035-03-12,True,in_branch_review,system_kyc,2024-06-25,active,False,False,No fraud indicators.,2024-06-25,2025-01-22
CID-00000241,CUST-000121,National ID,government,NAT-400980968,SER-348168,1,NC,State DMV,2024-04-19,2033-02-04,True,api_validation,system_kyc,2026-10-03,active,True,False,No fraud indicators.,2026-10-01,2026-05-01
CID-00000242,CUST-000121,Passport,travel,PAS-295361630,SER-805349,1,NC,US Department of State,2021-03-03,2025-09-22,True,api_validation,system_kyc,2026-09-30,expired,False,False,No fraud indicators.,2026-09-28,2026-05-01
CID-00000243,CUST-000122,National ID,government,NAT-906287603,SER-212386,1,GA,State DMV,2021-02-24,2025-07-21,True,in_branch_review,system_kyc,2026-10-02,expired,True,False,No fraud indicators.,2026-09-29,2026-05-01
CID-00000244,CUST-000122,Passport,travel,PAS-600180802,SER-659665,1,GA,US Department of State,2023-03-17,2031-12-15,True,api_validation,system_kyc,2026-09-29,active,False,False,No fraud indicators.,2026-09-28,2026-05-01
CID-00000245,CUST-000123,National ID,government,NAT-802234863,SER-689465,1,SC,State DMV,2020-07-21,2024-11-05,True,in_branch_review,system_kyc,2024-05-07,expired,True,False,No fraud indicators.,2024-05-07,2024-06-03
CID-00000246,CUST-000123,Passport,travel,PAS-300847574,SER-538004,1,SC,US Department of State,2011-07-06,2019-03-18,True,document_scan,system_kyc,2024-05-20,expired,False,False,No fraud indicators.,2024-05-16,2024-11-28
CID-00000247,CUST-000124,National ID,government,NAT-460192492,SER-994338,1,SC,State DMV,2020-07-01,2025-07-18,True,in_branch_review,system_kyc,2025-06-28,expired,True,False,No fraud indicators.,2025-06-28,2025-12-25
CID-00000248,CUST-000124,Passport,travel,PAS-333114056,SER-993224,1,SC,US Department of State,2011-06-22,2021-04-16,True,api_validation,system_kyc,2025-07-02,expired,False,False,No fraud indicators.,2025-06-29,2026-01-26
CID-00000249,CUST-000125,National ID,government,NAT-579363444,SER-511293,1,GA,State DMV,2012-01-15,2017-02-11,True,api_validation,system_kyc,2024-03-01,expired,True,False,No fraud indicators.,2024-02-26,2024-03-22
CID-00000250,CUST-000125,Passport,travel,PAS-540635847,SER-293512,1,GA,US Department of State,2013-10-16,2018-07-25,True,document_scan,system_kyc,2024-03-02,expired,False,False,No fraud indicators.,2024-02-28,2024-06-10
CID-00000251,CUST-000126,National ID,government,NAT-382138853,SER-765142,1,NC,State DMV,2011-06-10,2015-09-07,True,document_scan,system_kyc,2024-10-24,expired,True,False,No fraud indicators.,2024-10-24,2024-11-15
CID-00000252,CUST-000126,Passport,travel,PAS-782679881,SER-784835,1,NC,US Department of State,2017-05-26,2023-07-12,True,api_validation,system_kyc,2024-10-26,expired,False,False,No fraud indicators.,2024-10-23,2025-05-13
