customer_id,customer_name,branch_id,product_id,signup_date,segment,state_code
CUST-000327,Heather Nichols,BR-001,PRD-003,2026-07-08,Small Business,NC
CUST-000328,Jasmine Jackson,BR-009,PRD-002,2025-02-02,Mass Retail,GA
CUST-000329,Roman Ford,BR-003,PRD-002,2026-08-30,Mass Retail,NC
CUST-000330,Haley Dixon,BR-007,PRD-006,2024-10-14,Emerging,GA
CUST-000331,Leo Landry,BR-009,PRD-004,2026-05-20,Growth,GA
CUST-000332,Jason Richard,BR-002,PRD-005,2026-09-06,Mass Affluent,NC
CUST-000333,Dominic Nelson,BR-008,PRD-005,2024-05-07,Mass Retail,GA
CUST-000334,Gabriel Mills,BR-005,PRD-006,2025-06-29,Mass Affluent,SC
CUST-000335,Julian Simard,BR-006,PRD-003,2025-12-08,Small Business,SC
CUST-000336,Connor Ward,BR-006,PRD-002,2025-04-03,Mass Retail,SC
CUST-000337,Destiny Hayes,BR-003,PRD-001,2025-01-28,Mass Retail,NC
CUST-000338,Amber Watson,BR-007,PRD-002,2026-02-21,Mass Affluent,GA
CUST-000339,Sandra Daniels,BR-011,PRD-001,2025-09-06,Mass Retail,FL
CUST-000340,Natalie Gibson,BR-011,PRD-006,2024-07-25,Mass Retail,FL
CUST-000341,Rebecca Taylor,BR-005,PRD-006,2025-06-01,Mass Affluent,SC
CUST-000342,Billy Simmons,BR-001,PRD-001,2024-08-25,Mass Retail,NC
CUST-000343,Joshua Price,BR-012,PRD-001,2024-03-04,Mass Retail,FL
CUST-000344,Adriana Black,BR-005,PRD-003,2026-07-05,Small Business,SC
CUST-000345,Madhuri Kapoor,BR-008,PRD-001,2025-09-20,Affluent,GA
CUST-000346,Luis Gonzales,BR-011,PRD-005,2025-09-12,Mass Affluent,FL
CUST-000347,Emily Griffin,BR-002,PRD-001,2024-12-15,Mass Retail,NC
CUST-000348,Diane MacKenzie,BR-005,PRD-006,2025-03-15,Mass Retail,SC
CUST-000349,Donna Gomez,BR-004,PRD-003,2026-02-12,Small Business,SC
CUST-000350,Naomi Shaw,BR-006,PRD-002,2024-07-02,Mass Affluent,SC
CUST-000351,William Mason,BR-003,PRD-002,2025-11-06,Mass Retail,NC
CUST-000352,Christopher Fraser,BR-010,PRD-001,2025-12-25,Growth,FL
CUST-000353,Elijah White,BR-010,PRD-001,2024-07-07,Mass Retail,FL
CUST-000354,Kriti Ansari,BR-007,PRD-003,2025-06-05,Small Business,GA
CUST-000355,Muhammad Deshpande,BR-012,PRD-006,2025-03-14,Mass Retail,FL
CUST-000356,Jason Rogers,BR-007,PRD-002,2025-04-24,Mass Retail,GA
CUST-000357,Manon Kaur,BR-009,PRD-001,2025-08-18,Affluent,GA
CUST-000358,Christine Lopez,BR-008,PRD-006,2024-02-21,Mass Retail,GA
CUST-000359,Joe Hughes,BR-006,PRD-003,2026-06-19,Small Business,SC
CUST-000360,Aadhya Syed,BR-009,PRD-005,2024-03-01,Mass Retail,GA
